,date,trends_index,keyword,region
0,2004-01-01,68,Congolese Franc,CD
1,2004-02-01,0,Congolese Franc,CD
2,2004-03-01,0,Congolese Franc,CD
3,2004-04-01,0,Congolese Franc,CD
4,2004-05-01,0,Congolese Franc,CD
5,2004-06-01,100,Congolese Franc,CD
6,2004-07-01,0,Congolese Franc,CD
7,2004-08-01,0,Congolese Franc,CD
8,2004-09-01,0,Congolese Franc,CD
9,2004-10-01,0,Congolese Franc,CD
10,2004-11-01,0,Congolese Franc,CD
11,2004-12-01,82,Congolese Franc,CD
12,2005-01-01,32,Congolese Franc,CD
13,2005-02-01,0,Congolese Franc,CD
14,2005-03-01,0,Congolese Franc,CD
15,2005-04-01,0,Congolese Franc,CD
16,2005-05-01,0,Congolese Franc,CD
17,2005-06-01,0,Congolese Franc,CD
18,2005-07-01,0,Congolese Franc,CD
19,2005-08-01,0,Congolese Franc,CD
20,2005-09-01,0,Congolese Franc,CD
21,2005-10-01,0,Congolese Franc,CD
22,2005-11-01,0,Congolese Franc,CD
23,2005-12-01,0,Congolese Franc,CD
24,2006-01-01,0,Congolese Franc,CD
25,2006-02-01,25,Congolese Franc,CD
26,2006-03-01,0,Congolese Franc,CD
27,2006-04-01,20,Congolese Franc,CD
28,2006-05-01,0,Congolese Franc,CD
29,2006-06-01,0,Congolese Franc,CD
30,2006-07-01,0,Congolese Franc,CD
31,2006-08-01,0,Congolese Franc,CD
32,2006-09-01,10,Congolese Franc,CD
33,2006-10-01,0,Congolese Franc,CD
34,2006-11-01,0,Congolese Franc,CD
35,2006-12-01,0,Congolese Franc,CD
36,2007-01-01,13,Congolese Franc,CD
37,2007-02-01,0,Congolese Franc,CD
38,2007-03-01,0,Congolese Franc,CD
39,2007-04-01,0,Congolese Franc,CD
40,2007-05-01,0,Congolese Franc,CD
41,2007-06-01,0,Congolese Franc,CD
42,2007-07-01,0,Congolese Franc,CD
43,2007-08-01,0,Congolese Franc,CD
44,2007-09-01,0,Congolese Franc,CD
45,2007-10-01,0,Congolese Franc,CD
46,2007-11-01,0,Congolese Franc,CD
47,2007-12-01,0,Congolese Franc,CD
48,2008-01-01,0,Congolese Franc,CD
49,2008-02-01,7,Congolese Franc,CD
50,2008-03-01,0,Congolese Franc,CD
51,2008-04-01,0,Congolese Franc,CD
52,2008-05-01,0,Congolese Franc,CD
53,2008-06-01,0,Congolese Franc,CD
54,2008-07-01,15,Congolese Franc,CD
55,2008-08-01,0,Congolese Franc,CD
56,2008-09-01,0,Congolese Franc,CD
57,2008-10-01,0,Congolese Franc,CD
58,2008-11-01,17,Congolese Franc,CD
59,2008-12-01,8,Congolese Franc,CD
60,2009-01-01,0,Congolese Franc,CD
61,2009-02-01,0,Congolese Franc,CD
62,2009-03-01,0,Congolese Franc,CD
63,2009-04-01,0,Congolese Franc,CD
64,2009-05-01,0,Congolese Franc,CD
65,2009-06-01,0,Congolese Franc,CD
66,2009-07-01,0,Congolese Franc,CD
67,2009-08-01,0,Congolese Franc,CD
68,2009-09-01,21,Congolese Franc,CD
69,2009-10-01,0,Congolese Franc,CD
70,2009-11-01,0,Congolese Franc,CD
71,2009-12-01,0,Congolese Franc,CD
72,2010-01-01,7,Congolese Franc,CD
73,2010-02-01,0,Congolese Franc,CD
74,2010-03-01,11,Congolese Franc,CD
75,2010-04-01,0,Congolese Franc,CD
76,2010-05-01,0,Congolese Franc,CD
77,2010-06-01,0,Congolese Franc,CD
78,2010-07-01,0,Congolese Franc,CD
79,2010-08-01,13,Congolese Franc,CD
80,2010-09-01,0,Congolese Franc,CD
81,2010-10-01,0,Congolese Franc,CD
82,2010-11-01,0,Congolese Franc,CD
83,2010-12-01,0,Congolese Franc,CD
84,2011-01-01,0,Congolese Franc,CD
85,2011-02-01,1,Congolese Franc,CD
86,2011-03-01,0,Congolese Franc,CD
87,2011-04-01,0,Congolese Franc,CD
88,2011-05-01,1,Congolese Franc,CD
89,2011-06-01,0,Congolese Franc,CD
90,2011-07-01,0,Congolese Franc,CD
91,2011-08-01,0,Congolese Franc,CD
92,2011-09-01,0,Congolese Franc,CD
93,2011-10-01,2,Congolese Franc,CD
94,2011-11-01,0,Congolese Franc,CD
95,2011-12-01,4,Congolese Franc,CD
96,2012-01-01,0,Congolese Franc,CD
97,2012-02-01,0,Congolese Franc,CD
98,2012-03-01,1,Congolese Franc,CD
99,2012-04-01,0,Congolese Franc,CD
100,2012-05-01,0,Congolese Franc,CD
101,2012-06-01,0,Congolese Franc,CD
102,2012-07-01,1,Congolese Franc,CD
103,2012-08-01,0,Congolese Franc,CD
104,2012-09-01,0,Congolese Franc,CD
105,2012-10-01,0,Congolese Franc,CD
106,2012-11-01,0,Congolese Franc,CD
107,2012-12-01,0,Congolese Franc,CD
108,2013-01-01,0,Congolese Franc,CD
109,2013-02-01,0,Congolese Franc,CD
110,2013-03-01,0,Congolese Franc,CD
111,2013-04-01,0,Congolese Franc,CD
112,2013-05-01,0,Congolese Franc,CD
113,2013-06-01,0,Congolese Franc,CD
114,2013-07-01,0,Congolese Franc,CD
115,2013-08-01,0,Congolese Franc,CD
116,2013-09-01,0,Congolese Franc,CD
117,2013-10-01,0,Congolese Franc,CD
118,2013-11-01,0,Congolese Franc,CD
119,2013-12-01,0,Congolese Franc,CD
120,2014-01-01,0,Congolese Franc,CD
121,2014-02-01,0,Congolese Franc,CD
122,2014-03-01,1,Congolese Franc,CD
123,2014-04-01,0,Congolese Franc,CD
124,2014-05-01,0,Congolese Franc,CD
125,2014-06-01,0,Congolese Franc,CD
126,2014-07-01,0,Congolese Franc,CD
127,2014-08-01,0,Congolese Franc,CD
128,2014-09-01,0,Congolese Franc,CD
129,2014-10-01,0,Congolese Franc,CD
130,2014-11-01,0,Congolese Franc,CD
131,2014-12-01,0,Congolese Franc,CD
132,2015-01-01,0,Congolese Franc,CD
133,2015-02-01,0,Congolese Franc,CD
134,2015-03-01,0,Congolese Franc,CD
135,2015-04-01,0,Congolese Franc,CD
136,2015-05-01,0,Congolese Franc,CD
137,2015-06-01,0,Congolese Franc,CD
138,2015-07-01,0,Congolese Franc,CD
139,2015-08-01,0,Congolese Franc,CD
140,2015-09-01,0,Congolese Franc,CD
141,2015-10-01,0,Congolese Franc,CD
142,2015-11-01,0,Congolese Franc,CD
143,2015-12-01,0,Congolese Franc,CD
144,2016-01-01,0,Congolese Franc,CD
145,2016-02-01,0,Congolese Franc,CD
146,2016-03-01,0,Congolese Franc,CD
147,2016-04-01,0,Congolese Franc,CD
148,2016-05-01,0,Congolese Franc,CD
149,2016-06-01,0,Congolese Franc,CD
150,2016-07-01,0,Congolese Franc,CD
151,2016-08-01,0,Congolese Franc,CD
152,2016-09-01,0,Congolese Franc,CD
153,2016-10-01,0,Congolese Franc,CD
154,2016-11-01,0,Congolese Franc,CD
155,2016-12-01,0,Congolese Franc,CD
156,2017-01-01,0,Congolese Franc,CD
157,2017-02-01,0,Congolese Franc,CD
158,2017-03-01,0,Congolese Franc,CD
159,2017-04-01,0,Congolese Franc,CD
160,2017-05-01,0,Congolese Franc,CD
161,2017-06-01,0,Congolese Franc,CD
162,2017-07-01,0,Congolese Franc,CD
163,2017-08-01,0,Congolese Franc,CD
164,2017-09-01,0,Congolese Franc,CD
165,2017-10-01,0,Congolese Franc,CD
166,2017-11-01,0,Congolese Franc,CD
167,2017-12-01,0,Congolese Franc,CD
168,2018-01-01,0,Congolese Franc,CD
169,2018-02-01,0,Congolese Franc,CD
170,2018-03-01,0,Congolese Franc,CD
171,2018-04-01,0,Congolese Franc,CD
172,2018-05-01,0,Congolese Franc,CD
173,2018-06-01,0,Congolese Franc,CD
174,2018-07-01,0,Congolese Franc,CD
175,2018-08-01,0,Congolese Franc,CD
176,2018-09-01,0,Congolese Franc,CD
177,2018-10-01,0,Congolese Franc,CD
178,2018-11-01,0,Congolese Franc,CD
179,2018-12-01,0,Congolese Franc,CD
180,2019-01-01,0,Congolese Franc,CD
181,2019-02-01,0,Congolese Franc,CD
182,2019-03-01,0,Congolese Franc,CD
183,2019-04-01,0,Congolese Franc,CD
184,2019-05-01,0,Congolese Franc,CD
185,2019-06-01,0,Congolese Franc,CD
186,2019-07-01,0,Congolese Franc,CD
187,2019-08-01,0,Congolese Franc,CD
188,2019-09-01,0,Congolese Franc,CD
189,2019-10-01,0,Congolese Franc,CD
190,2019-11-01,0,Congolese Franc,CD
191,2019-12-01,0,Congolese Franc,CD
192,2020-01-01,0,Congolese Franc,CD
193,2020-02-01,0,Congolese Franc,CD
194,2020-03-01,0,Congolese Franc,CD
195,2020-04-01,0,Congolese Franc,CD
196,2020-05-01,0,Congolese Franc,CD
197,2020-06-01,0,Congolese Franc,CD
198,2020-07-01,0,Congolese Franc,CD
199,2020-08-01,0,Congolese Franc,CD
200,2020-09-01,0,Congolese Franc,CD
201,2020-10-01,0,Congolese Franc,CD
202,2020-11-01,0,Congolese Franc,CD
203,2020-12-01,0,Congolese Franc,CD
204,2021-01-01,0,Congolese Franc,CD
205,2021-02-01,0,Congolese Franc,CD
206,2021-03-01,0,Congolese Franc,CD
207,2021-04-01,0,Congolese Franc,CD
208,2021-05-01,0,Congolese Franc,CD
209,2021-06-01,0,Congolese Franc,CD
210,2021-07-01,0,Congolese Franc,CD
211,2021-08-01,0,Congolese Franc,CD
212,2021-09-01,0,Congolese Franc,CD
213,2021-10-01,0,Congolese Franc,CD
214,2021-11-01,0,Congolese Franc,CD
215,2021-12-01,0,Congolese Franc,CD
216,2022-01-01,0,Congolese Franc,CD
217,2022-02-01,0,Congolese Franc,CD
218,2022-03-01,0,Congolese Franc,CD
219,2022-04-01,0,Congolese Franc,CD
220,2022-05-01,0,Congolese Franc,CD
221,2022-06-01,0,Congolese Franc,CD
222,2022-07-01,0,Congolese Franc,CD
223,2022-08-01,0,Congolese Franc,CD
224,2022-09-01,0,Congolese Franc,CD
225,2022-10-01,0,Congolese Franc,CD
226,2022-11-01,0,Congolese Franc,CD
227,2022-12-01,0,Congolese Franc,CD
228,2023-01-01,0,Congolese Franc,CD
229,2023-02-01,0,Congolese Franc,CD
230,2023-03-01,0,Congolese Franc,CD
231,2023-04-01,0,Congolese Franc,CD
232,2023-05-01,0,Congolese Franc,CD
0,2004-01-01,0,Congolese Franc,IN
1,2004-02-01,0,Congolese Franc,IN
2,2004-03-01,0,Congolese Franc,IN
3,2004-04-01,0,Congolese Franc,IN
4,2004-05-01,0,Congolese Franc,IN
5,2004-06-01,0,Congolese Franc,IN
6,2004-07-01,0,Congolese Franc,IN
7,2004-08-01,0,Congolese Franc,IN
8,2004-09-01,0,Congolese Franc,IN
9,2004-10-01,0,Congolese Franc,IN
10,2004-11-01,100,Congolese Franc,IN
11,2004-12-01,0,Congolese Franc,IN
12,2005-01-01,0,Congolese Franc,IN
13,2005-02-01,0,Congolese Franc,IN
14,2005-03-01,0,Congolese Franc,IN
15,2005-04-01,0,Congolese Franc,IN
16,2005-05-01,0,Congolese Franc,IN
17,2005-06-01,0,Congolese Franc,IN
18,2005-07-01,0,Congolese Franc,IN
19,2005-08-01,0,Congolese Franc,IN
20,2005-09-01,0,Congolese Franc,IN
21,2005-10-01,0,Congolese Franc,IN
22,2005-11-01,0,Congolese Franc,IN
23,2005-12-01,0,Congolese Franc,IN
24,2006-01-01,0,Congolese Franc,IN
25,2006-02-01,0,Congolese Franc,IN
26,2006-03-01,0,Congolese Franc,IN
27,2006-04-01,0,Congolese Franc,IN
28,2006-05-01,23,Congolese Franc,IN
29,2006-06-01,27,Congolese Franc,IN
30,2006-07-01,0,Congolese Franc,IN
31,2006-08-01,0,Congolese Franc,IN
32,2006-09-01,0,Congolese Franc,IN
33,2006-10-01,0,Congolese Franc,IN
34,2006-11-01,0,Congolese Franc,IN
35,2006-12-01,0,Congolese Franc,IN
36,2007-01-01,0,Congolese Franc,IN
37,2007-02-01,0,Congolese Franc,IN
38,2007-03-01,0,Congolese Franc,IN
39,2007-04-01,0,Congolese Franc,IN
40,2007-05-01,0,Congolese Franc,IN
41,2007-06-01,0,Congolese Franc,IN
42,2007-07-01,0,Congolese Franc,IN
43,2007-08-01,9,Congolese Franc,IN
44,2007-09-01,0,Congolese Franc,IN
45,2007-10-01,0,Congolese Franc,IN
46,2007-11-01,0,Congolese Franc,IN
47,2007-12-01,0,Congolese Franc,IN
48,2008-01-01,0,Congolese Franc,IN
49,2008-02-01,0,Congolese Franc,IN
50,2008-03-01,0,Congolese Franc,IN
51,2008-04-01,13,Congolese Franc,IN
52,2008-05-01,0,Congolese Franc,IN
53,2008-06-01,0,Congolese Franc,IN
54,2008-07-01,0,Congolese Franc,IN
55,2008-08-01,0,Congolese Franc,IN
56,2008-09-01,0,Congolese Franc,IN
57,2008-10-01,7,Congolese Franc,IN
58,2008-11-01,0,Congolese Franc,IN
59,2008-12-01,0,Congolese Franc,IN
60,2009-01-01,0,Congolese Franc,IN
61,2009-02-01,22,Congolese Franc,IN
62,2009-03-01,0,Congolese Franc,IN
63,2009-04-01,0,Congolese Franc,IN
64,2009-05-01,0,Congolese Franc,IN
65,2009-06-01,0,Congolese Franc,IN
66,2009-07-01,0,Congolese Franc,IN
67,2009-08-01,13,Congolese Franc,IN
68,2009-09-01,8,Congolese Franc,IN
69,2009-10-01,0,Congolese Franc,IN
70,2009-11-01,0,Congolese Franc,IN
71,2009-12-01,0,Congolese Franc,IN
72,2010-01-01,5,Congolese Franc,IN
73,2010-02-01,6,Congolese Franc,IN
74,2010-03-01,0,Congolese Franc,IN
75,2010-04-01,6,Congolese Franc,IN
76,2010-05-01,0,Congolese Franc,IN
77,2010-06-01,0,Congolese Franc,IN
78,2010-07-01,0,Congolese Franc,IN
79,2010-08-01,5,Congolese Franc,IN
80,2010-09-01,0,Congolese Franc,IN
81,2010-10-01,0,Congolese Franc,IN
82,2010-11-01,0,Congolese Franc,IN
83,2010-12-01,4,Congolese Franc,IN
84,2011-01-01,2,Congolese Franc,IN
85,2011-02-01,0,Congolese Franc,IN
86,2011-03-01,0,Congolese Franc,IN
87,2011-04-01,0,Congolese Franc,IN
88,2011-05-01,0,Congolese Franc,IN
89,2011-06-01,2,Congolese Franc,IN
90,2011-07-01,0,Congolese Franc,IN
91,2011-08-01,0,Congolese Franc,IN
92,2011-09-01,0,Congolese Franc,IN
93,2011-10-01,2,Congolese Franc,IN
94,2011-11-01,0,Congolese Franc,IN
95,2011-12-01,0,Congolese Franc,IN
96,2012-01-01,4,Congolese Franc,IN
97,2012-02-01,0,Congolese Franc,IN
98,2012-03-01,0,Congolese Franc,IN
99,2012-04-01,0,Congolese Franc,IN
100,2012-05-01,1,Congolese Franc,IN
101,2012-06-01,0,Congolese Franc,IN
102,2012-07-01,0,Congolese Franc,IN
103,2012-08-01,0,Congolese Franc,IN
104,2012-09-01,0,Congolese Franc,IN
105,2012-10-01,0,Congolese Franc,IN
106,2012-11-01,0,Congolese Franc,IN
107,2012-12-01,0,Congolese Franc,IN
108,2013-01-01,0,Congolese Franc,IN
109,2013-02-01,0,Congolese Franc,IN
110,2013-03-01,0,Congolese Franc,IN
111,2013-04-01,2,Congolese Franc,IN
112,2013-05-01,0,Congolese Franc,IN
113,2013-06-01,0,Congolese Franc,IN
114,2013-07-01,0,Congolese Franc,IN
115,2013-08-01,0,Congolese Franc,IN
116,2013-09-01,0,Congolese Franc,IN
117,2013-10-01,0,Congolese Franc,IN
118,2013-11-01,0,Congolese Franc,IN
119,2013-12-01,1,Congolese Franc,IN
120,2014-01-01,0,Congolese Franc,IN
121,2014-02-01,0,Congolese Franc,IN
122,2014-03-01,0,Congolese Franc,IN
123,2014-04-01,0,Congolese Franc,IN
124,2014-05-01,0,Congolese Franc,IN
125,2014-06-01,0,Congolese Franc,IN
126,2014-07-01,1,Congolese Franc,IN
127,2014-08-01,0,Congolese Franc,IN
