,date,trends_index,keyword,region
0,2004-01-01,0,Pound Sterling,DZ
1,2004-02-01,0,Pound Sterling,DZ
2,2004-03-01,0,Pound Sterling,DZ
3,2004-04-01,83,Pound Sterling,DZ
4,2004-05-01,0,Pound Sterling,DZ
5,2004-06-01,0,Pound Sterling,DZ
6,2004-07-01,0,Pound Sterling,DZ
7,2004-08-01,0,Pound Sterling,DZ
8,2004-09-01,0,Pound Sterling,DZ
9,2004-10-01,28,Pound Sterling,DZ
10,2004-11-01,100,Pound Sterling,DZ
11,2004-12-01,0,Pound Sterling,DZ
12,2005-01-01,0,Pound Sterling,DZ
13,2005-02-01,0,Pound Sterling,DZ
14,2005-03-01,0,Pound Sterling,DZ
15,2005-04-01,0,Pound Sterling,DZ
16,2005-05-01,0,Pound Sterling,DZ
17,2005-06-01,0,Pound Sterling,DZ
18,2005-07-01,0,Pound Sterling,DZ
19,2005-08-01,0,Pound Sterling,DZ
20,2005-09-01,0,Pound Sterling,DZ
21,2005-10-01,34,Pound Sterling,DZ
22,2005-11-01,0,Pound Sterling,DZ
23,2005-12-01,11,Pound Sterling,DZ
24,2006-01-01,0,Pound Sterling,DZ
25,2006-02-01,0,Pound Sterling,DZ
26,2006-03-01,0,Pound Sterling,DZ
27,2006-04-01,10,Pound Sterling,DZ
28,2006-05-01,0,Pound Sterling,DZ
29,2006-06-01,0,Pound Sterling,DZ
30,2006-07-01,0,Pound Sterling,DZ
31,2006-08-01,0,Pound Sterling,DZ
32,2006-09-01,0,Pound Sterling,DZ
33,2006-10-01,0,Pound Sterling,DZ
34,2006-11-01,0,Pound Sterling,DZ
35,2006-12-01,0,Pound Sterling,DZ
36,2007-01-01,0,Pound Sterling,DZ
37,2007-02-01,0,Pound Sterling,DZ
38,2007-03-01,0,Pound Sterling,DZ
39,2007-04-01,4,Pound Sterling,DZ
40,2007-05-01,0,Pound Sterling,DZ
41,2007-06-01,0,Pound Sterling,DZ
42,2007-07-01,0,Pound Sterling,DZ
43,2007-08-01,0,Pound Sterling,DZ
44,2007-09-01,0,Pound Sterling,DZ
45,2007-10-01,0,Pound Sterling,DZ
46,2007-11-01,0,Pound Sterling,DZ
47,2007-12-01,7,Pound Sterling,DZ
48,2008-01-01,0,Pound Sterling,DZ
49,2008-02-01,0,Pound Sterling,DZ
50,2008-03-01,0,Pound Sterling,DZ
51,2008-04-01,3,Pound Sterling,DZ
52,2008-05-01,0,Pound Sterling,DZ
53,2008-06-01,0,Pound Sterling,DZ
54,2008-07-01,0,Pound Sterling,DZ
55,2008-08-01,0,Pound Sterling,DZ
