,date,trends_index,keyword,region
0,2004-01-01,0,New Manat,AU
1,2004-02-01,0,New Manat,AU
2,2004-03-01,0,New Manat,AU
3,2004-04-01,0,New Manat,AU
4,2004-05-01,50,New Manat,AU
5,2004-06-01,100,New Manat,AU
6,2004-07-01,0,New Manat,AU
7,2004-08-01,0,New Manat,AU
8,2004-09-01,0,New Manat,AU
9,2004-10-01,0,New Manat,AU
10,2004-11-01,0,New Manat,AU
11,2004-12-01,0,New Manat,AU
12,2005-01-01,0,New Manat,AU
13,2005-02-01,0,New Manat,AU
14,2005-03-01,0,New Manat,AU
15,2005-04-01,0,New Manat,AU
16,2005-05-01,0,New Manat,AU
17,2005-06-01,0,New Manat,AU
18,2005-07-01,32,New Manat,AU
19,2005-08-01,0,New Manat,AU
20,2005-09-01,41,New Manat,AU
21,2005-10-01,0,New Manat,AU
22,2005-11-01,25,New Manat,AU
23,2005-12-01,0,New Manat,AU
24,2006-01-01,0,New Manat,AU
25,2006-02-01,0,New Manat,AU
26,2006-03-01,36,New Manat,AU
27,2006-04-01,0,New Manat,AU
28,2006-05-01,0,New Manat,AU
29,2006-06-01,0,New Manat,AU
30,2006-07-01,0,New Manat,AU
31,2006-08-01,0,New Manat,AU
32,2006-09-01,0,New Manat,AU
33,2006-10-01,20,New Manat,AU
34,2006-11-01,0,New Manat,AU
35,2006-12-01,0,New Manat,AU
36,2007-01-01,0,New Manat,AU
37,2007-02-01,0,New Manat,AU
38,2007-03-01,0,New Manat,AU
39,2007-04-01,0,New Manat,AU
40,2007-05-01,0,New Manat,AU
41,2007-06-01,0,New Manat,AU
42,2007-07-01,0,New Manat,AU
43,2007-08-01,0,New Manat,AU
44,2007-09-01,0,New Manat,AU
45,2007-10-01,0,New Manat,AU
46,2007-11-01,0,New Manat,AU
47,2007-12-01,0,New Manat,AU
48,2008-01-01,0,New Manat,AU
49,2008-02-01,0,New Manat,AU
50,2008-03-01,33,New Manat,AU
51,2008-04-01,0,New Manat,AU
52,2008-05-01,0,New Manat,AU
53,2008-06-01,18,New Manat,AU
54,2008-07-01,0,New Manat,AU
55,2008-08-01,11,New Manat,AU
56,2008-09-01,0,New Manat,AU
57,2008-10-01,0,New Manat,AU
58,2008-11-01,0,New Manat,AU
59,2008-12-01,26,New Manat,AU
60,2009-01-01,0,New Manat,AU
61,2009-02-01,0,New Manat,AU
62,2009-03-01,0,New Manat,AU
63,2009-04-01,10,New Manat,AU
64,2009-05-01,0,New Manat,AU
65,2009-06-01,0,New Manat,AU
66,2009-07-01,12,New Manat,AU
67,2009-08-01,16,New Manat,AU
68,2009-09-01,0,New Manat,AU
69,2009-10-01,0,New Manat,AU
70,2009-11-01,0,New Manat,AU
71,2009-12-01,0,New Manat,AU
72,2010-01-01,12,New Manat,AU
73,2010-02-01,0,New Manat,AU
74,2010-03-01,14,New Manat,AU
75,2010-04-01,0,New Manat,AU
76,2010-05-01,0,New Manat,AU
77,2010-06-01,0,New Manat,AU
78,2010-07-01,0,New Manat,AU
79,2010-08-01,0,New Manat,AU
80,2010-09-01,0,New Manat,AU
81,2010-10-01,0,New Manat,AU
82,2010-11-01,0,New Manat,AU
83,2010-12-01,0,New Manat,AU
84,2011-01-01,8,New Manat,AU
85,2011-02-01,0,New Manat,AU
86,2011-03-01,8,New Manat,AU
87,2011-04-01,0,New Manat,AU
88,2011-05-01,0,New Manat,AU
89,2011-06-01,10,New Manat,AU
90,2011-07-01,0,New Manat,AU
91,2011-08-01,0,New Manat,AU
92,2011-09-01,6,New Manat,AU
93,2011-10-01,0,New Manat,AU
94,2011-11-01,0,New Manat,AU
95,2011-12-01,0,New Manat,AU
96,2012-01-01,0,New Manat,AU
97,2012-02-01,0,New Manat,AU
98,2012-03-01,4,New Manat,AU
99,2012-04-01,10,New Manat,AU
100,2012-05-01,0,New Manat,AU
101,2012-06-01,0,New Manat,AU
102,2012-07-01,3,New Manat,AU
103,2012-08-01,11,New Manat,AU
104,2012-09-01,0,New Manat,AU
105,2012-10-01,0,New Manat,AU
106,2012-11-01,0,New Manat,AU
107,2012-12-01,0,New Manat,AU
108,2013-01-01,0,New Manat,AU
109,2013-02-01,0,New Manat,AU
110,2013-03-01,0,New Manat,AU
111,2013-04-01,0,New Manat,AU
112,2013-05-01,0,New Manat,AU
113,2013-06-01,0,New Manat,AU
114,2013-07-01,0,New Manat,AU
115,2013-08-01,0,New Manat,AU
116,2013-09-01,0,New Manat,AU
