,date,trends_index,keyword,region
0,2004-01-01,0,New Zealand Dollar,AU
1,2004-02-01,0,New Zealand Dollar,AU
2,2004-03-01,0,New Zealand Dollar,AU
3,2004-04-01,0,New Zealand Dollar,AU
4,2004-05-01,0,New Zealand Dollar,AU
5,2004-06-01,100,New Zealand Dollar,AU
6,2004-07-01,23,New Zealand Dollar,AU
7,2004-08-01,44,New Zealand Dollar,AU
8,2004-09-01,19,New Zealand Dollar,AU
9,2004-10-01,17,New Zealand Dollar,AU
10,2004-11-01,23,New Zealand Dollar,AU
11,2004-12-01,23,New Zealand Dollar,AU
12,2005-01-01,26,New Zealand Dollar,AU
13,2005-02-01,0,New Zealand Dollar,AU
14,2005-03-01,33,New Zealand Dollar,AU
15,2005-04-01,0,New Zealand Dollar,AU
16,2005-05-01,18,New Zealand Dollar,AU
17,2005-06-01,17,New Zealand Dollar,AU
18,2005-07-01,18,New Zealand Dollar,AU
19,2005-08-01,0,New Zealand Dollar,AU
20,2005-09-01,23,New Zealand Dollar,AU
21,2005-10-01,18,New Zealand Dollar,AU
22,2005-11-01,0,New Zealand Dollar,AU
23,2005-12-01,26,New Zealand Dollar,AU
24,2006-01-01,18,New Zealand Dollar,AU
25,2006-02-01,19,New Zealand Dollar,AU
26,2006-03-01,0,New Zealand Dollar,AU
27,2006-04-01,21,New Zealand Dollar,AU
28,2006-05-01,19,New Zealand Dollar,AU
29,2006-06-01,31,New Zealand Dollar,AU
30,2006-07-01,16,New Zealand Dollar,AU
31,2006-08-01,0,New Zealand Dollar,AU
32,2006-09-01,15,New Zealand Dollar,AU
33,2006-10-01,18,New Zealand Dollar,AU
34,2006-11-01,16,New Zealand Dollar,AU
35,2006-12-01,11,New Zealand Dollar,AU
36,2007-01-01,0,New Zealand Dollar,AU
37,2007-02-01,25,New Zealand Dollar,AU
38,2007-03-01,11,New Zealand Dollar,AU
39,2007-04-01,0,New Zealand Dollar,AU
40,2007-05-01,12,New Zealand Dollar,AU
41,2007-06-01,0,New Zealand Dollar,AU
42,2007-07-01,20,New Zealand Dollar,AU
43,2007-08-01,28,New Zealand Dollar,AU
44,2007-09-01,14,New Zealand Dollar,AU
45,2007-10-01,14,New Zealand Dollar,AU
46,2007-11-01,15,New Zealand Dollar,AU
47,2007-12-01,11,New Zealand Dollar,AU
48,2008-01-01,15,New Zealand Dollar,AU
49,2008-02-01,14,New Zealand Dollar,AU
50,2008-03-01,21,New Zealand Dollar,AU
51,2008-04-01,6,New Zealand Dollar,AU
52,2008-05-01,21,New Zealand Dollar,AU
53,2008-06-01,22,New Zealand Dollar,AU
54,2008-07-01,25,New Zealand Dollar,AU
55,2008-08-01,24,New Zealand Dollar,AU
56,2008-09-01,21,New Zealand Dollar,AU
57,2008-10-01,35,New Zealand Dollar,AU
58,2008-11-01,35,New Zealand Dollar,AU
59,2008-12-01,16,New Zealand Dollar,AU
60,2009-01-01,29,New Zealand Dollar,AU
61,2009-02-01,19,New Zealand Dollar,AU
62,2009-03-01,28,New Zealand Dollar,AU
63,2009-04-01,20,New Zealand Dollar,AU
64,2009-05-01,21,New Zealand Dollar,AU
65,2009-06-01,13,New Zealand Dollar,AU
66,2009-07-01,14,New Zealand Dollar,AU
67,2009-08-01,15,New Zealand Dollar,AU
68,2009-09-01,21,New Zealand Dollar,AU
69,2009-10-01,23,New Zealand Dollar,AU
70,2009-11-01,26,New Zealand Dollar,AU
71,2009-12-01,17,New Zealand Dollar,AU
72,2010-01-01,12,New Zealand Dollar,AU
73,2010-02-01,12,New Zealand Dollar,AU
74,2010-03-01,16,New Zealand Dollar,AU
75,2010-04-01,11,New Zealand Dollar,AU
76,2010-05-01,11,New Zealand Dollar,AU
77,2010-06-01,21,New Zealand Dollar,AU
78,2010-07-01,18,New Zealand Dollar,AU
79,2010-08-01,18,New Zealand Dollar,AU
80,2010-09-01,23,New Zealand Dollar,AU
81,2010-10-01,19,New Zealand Dollar,AU
82,2010-11-01,15,New Zealand Dollar,AU
83,2010-12-01,15,New Zealand Dollar,AU
84,2011-01-01,17,New Zealand Dollar,AU
85,2011-02-01,18,New Zealand Dollar,AU
86,2011-03-01,29,New Zealand Dollar,AU
87,2011-04-01,27,New Zealand Dollar,AU
88,2011-05-01,22,New Zealand Dollar,AU
89,2011-06-01,21,New Zealand Dollar,AU
90,2011-07-01,15,New Zealand Dollar,AU
91,2011-08-01,13,New Zealand Dollar,AU
92,2011-09-01,12,New Zealand Dollar,AU
93,2011-10-01,21,New Zealand Dollar,AU
94,2011-11-01,9,New Zealand Dollar,AU
95,2011-12-01,10,New Zealand Dollar,AU
96,2012-01-01,18,New Zealand Dollar,AU
97,2012-02-01,17,New Zealand Dollar,AU
98,2012-03-01,11,New Zealand Dollar,AU
99,2012-04-01,14,New Zealand Dollar,AU
100,2012-05-01,23,New Zealand Dollar,AU
101,2012-06-01,14,New Zealand Dollar,AU
102,2012-07-01,15,New Zealand Dollar,AU
103,2012-08-01,10,New Zealand Dollar,AU
104,2012-09-01,11,New Zealand Dollar,AU
105,2012-10-01,18,New Zealand Dollar,AU
106,2012-11-01,20,New Zealand Dollar,AU
107,2012-12-01,15,New Zealand Dollar,AU
108,2013-01-01,13,New Zealand Dollar,AU
109,2013-02-01,17,New Zealand Dollar,AU
110,2013-03-01,12,New Zealand Dollar,AU
111,2013-04-01,10,New Zealand Dollar,AU
112,2013-05-01,19,New Zealand Dollar,AU
113,2013-06-01,17,New Zealand Dollar,AU
114,2013-07-01,22,New Zealand Dollar,AU
115,2013-08-01,24,New Zealand Dollar,AU
116,2013-09-01,19,New Zealand Dollar,AU
117,2013-10-01,13,New Zealand Dollar,AU
118,2013-11-01,19,New Zealand Dollar,AU
119,2013-12-01,23,New Zealand Dollar,AU
120,2014-01-01,29,New Zealand Dollar,AU
