,date,trends_index,keyword,region
0,2004-01-01,0,Manat,AF
1,2004-02-01,0,Manat,AF
2,2004-03-01,0,Manat,AF
3,2004-04-01,0,Manat,AF
4,2004-05-01,0,Manat,AF
5,2004-06-01,60,Manat,AF
6,2004-07-01,0,Manat,AF
7,2004-08-01,100,Manat,AF
8,2004-09-01,0,Manat,AF
9,2004-10-01,0,Manat,AF
10,2004-11-01,0,Manat,AF
11,2004-12-01,0,Manat,AF
12,2005-01-01,0,Manat,AF
13,2005-02-01,0,Manat,AF
14,2005-03-01,0,Manat,AF
15,2005-04-01,0,Manat,AF
16,2005-05-01,0,Manat,AF
17,2005-06-01,0,Manat,AF
18,2005-07-01,28,Manat,AF
19,2005-08-01,0,Manat,AF
20,2005-09-01,0,Manat,AF
21,2005-10-01,0,Manat,AF
22,2005-11-01,0,Manat,AF
23,2005-12-01,18,Manat,AF
24,2006-01-01,0,Manat,AF
25,2006-02-01,0,Manat,AF
26,2006-03-01,0,Manat,AF
27,2006-04-01,21,Manat,AF
28,2006-05-01,15,Manat,AF
29,2006-06-01,0,Manat,AF
30,2006-07-01,0,Manat,AF
31,2006-08-01,0,Manat,AF
32,2006-09-01,0,Manat,AF
33,2006-10-01,0,Manat,AF
34,2006-11-01,0,Manat,AF
35,2006-12-01,18,Manat,AF
36,2007-01-01,0,Manat,AF
37,2007-02-01,0,Manat,AF
38,2007-03-01,0,Manat,AF
39,2007-04-01,15,Manat,AF
40,2007-05-01,0,Manat,AF
41,2007-06-01,0,Manat,AF
42,2007-07-01,0,Manat,AF
43,2007-08-01,7,Manat,AF
44,2007-09-01,0,Manat,AF
45,2007-10-01,9,Manat,AF
46,2007-11-01,8,Manat,AF
47,2007-12-01,0,Manat,AF
48,2008-01-01,0,Manat,AF
49,2008-02-01,0,Manat,AF
50,2008-03-01,0,Manat,AF
51,2008-04-01,0,Manat,AF
52,2008-05-01,0,Manat,AF
53,2008-06-01,0,Manat,AF
54,2008-07-01,0,Manat,AF
55,2008-08-01,6,Manat,AF
56,2008-09-01,0,Manat,AF
57,2008-10-01,7,Manat,AF
58,2008-11-01,0,Manat,AF
59,2008-12-01,0,Manat,AF
60,2009-01-01,0,Manat,AF
61,2009-02-01,0,Manat,AF
62,2009-03-01,0,Manat,AF
63,2009-04-01,11,Manat,AF
64,2009-05-01,0,Manat,AF
65,2009-06-01,6,Manat,AF
66,2009-07-01,0,Manat,AF
67,2009-08-01,0,Manat,AF
68,2009-09-01,0,Manat,AF
69,2009-10-01,0,Manat,AF
70,2009-11-01,0,Manat,AF
71,2009-12-01,4,Manat,AF
72,2010-01-01,0,Manat,AF
73,2010-02-01,0,Manat,AF
74,2010-03-01,0,Manat,AF
75,2010-04-01,9,Manat,AF
76,2010-05-01,4,Manat,AF
77,2010-06-01,0,Manat,AF
78,2010-07-01,7,Manat,AF
79,2010-08-01,0,Manat,AF
80,2010-09-01,0,Manat,AF
81,2010-10-01,0,Manat,AF
82,2010-11-01,0,Manat,AF
83,2010-12-01,0,Manat,AF
84,2011-01-01,0,Manat,AF
85,2011-02-01,0,Manat,AF
86,2011-03-01,0,Manat,AF
87,2011-04-01,0,Manat,AF
88,2011-05-01,0,Manat,AF
89,2011-06-01,0,Manat,AF
90,2011-07-01,3,Manat,AF
91,2011-08-01,0,Manat,AF
92,2011-09-01,2,Manat,AF
93,2011-10-01,0,Manat,AF
94,2011-11-01,0,Manat,AF
95,2011-12-01,0,Manat,AF
96,2012-01-01,2,Manat,AF
97,2012-02-01,0,Manat,AF
98,2012-03-01,0,Manat,AF
99,2012-04-01,0,Manat,AF
100,2012-05-01,0,Manat,AF
101,2012-06-01,0,Manat,AF
102,2012-07-01,1,Manat,AF
103,2012-08-01,0,Manat,AF
104,2012-09-01,0,Manat,AF
105,2012-10-01,0,Manat,AF
106,2012-11-01,1,Manat,AF
107,2012-12-01,0,Manat,AF
108,2013-01-01,0,Manat,AF
109,2013-02-01,0,Manat,AF
110,2013-03-01,0,Manat,AF
111,2013-04-01,0,Manat,AF
112,2013-05-01,0,Manat,AF
113,2013-06-01,0,Manat,AF
114,2013-07-01,0,Manat,AF
115,2013-08-01,0,Manat,AF
116,2013-09-01,0,Manat,AF
117,2013-10-01,0,Manat,AF
118,2013-11-01,0,Manat,AF
119,2013-12-01,0,Manat,AF
120,2014-01-01,0,Manat,AF
121,2014-02-01,0,Manat,AF
122,2014-03-01,0,Manat,AF
123,2014-04-01,0,Manat,AF
124,2014-05-01,0,Manat,AF
125,2014-06-01,0,Manat,AF
