,date,trends_index,keyword,region
0,2004-01-01,0,Tanzanian Shilling,CA
1,2004-02-01,0,Tanzanian Shilling,CA
2,2004-03-01,0,Tanzanian Shilling,CA
3,2004-04-01,0,Tanzanian Shilling,CA
4,2004-05-01,0,Tanzanian Shilling,CA
5,2004-06-01,0,Tanzanian Shilling,CA
6,2004-07-01,0,Tanzanian Shilling,CA
7,2004-08-01,0,Tanzanian Shilling,CA
8,2004-09-01,0,Tanzanian Shilling,CA
9,2004-10-01,0,Tanzanian Shilling,CA
10,2004-11-01,0,Tanzanian Shilling,CA
11,2004-12-01,100,Tanzanian Shilling,CA
12,2005-01-01,0,Tanzanian Shilling,CA
13,2005-02-01,0,Tanzanian Shilling,CA
14,2005-03-01,0,Tanzanian Shilling,CA
15,2005-04-01,0,Tanzanian Shilling,CA
16,2005-05-01,0,Tanzanian Shilling,CA
17,2005-06-01,0,Tanzanian Shilling,CA
18,2005-07-01,0,Tanzanian Shilling,CA
19,2005-08-01,0,Tanzanian Shilling,CA
20,2005-09-01,0,Tanzanian Shilling,CA
21,2005-10-01,30,Tanzanian Shilling,CA
22,2005-11-01,41,Tanzanian Shilling,CA
23,2005-12-01,60,Tanzanian Shilling,CA
24,2006-01-01,0,Tanzanian Shilling,CA
25,2006-02-01,0,Tanzanian Shilling,CA
26,2006-03-01,49,Tanzanian Shilling,CA
27,2006-04-01,0,Tanzanian Shilling,CA
28,2006-05-01,0,Tanzanian Shilling,CA
29,2006-06-01,0,Tanzanian Shilling,CA
30,2006-07-01,0,Tanzanian Shilling,CA
31,2006-08-01,0,Tanzanian Shilling,CA
32,2006-09-01,0,Tanzanian Shilling,CA
33,2006-10-01,0,Tanzanian Shilling,CA
34,2006-11-01,27,Tanzanian Shilling,CA
35,2006-12-01,0,Tanzanian Shilling,CA
36,2007-01-01,0,Tanzanian Shilling,CA
37,2007-02-01,30,Tanzanian Shilling,CA
38,2007-03-01,0,Tanzanian Shilling,CA
39,2007-04-01,0,Tanzanian Shilling,CA
40,2007-05-01,0,Tanzanian Shilling,CA
41,2007-06-01,0,Tanzanian Shilling,CA
42,2007-07-01,0,Tanzanian Shilling,CA
43,2007-08-01,53,Tanzanian Shilling,CA
44,2007-09-01,0,Tanzanian Shilling,CA
45,2007-10-01,21,Tanzanian Shilling,CA
46,2007-11-01,21,Tanzanian Shilling,CA
47,2007-12-01,0,Tanzanian Shilling,CA
48,2008-01-01,0,Tanzanian Shilling,CA
49,2008-02-01,0,Tanzanian Shilling,CA
50,2008-03-01,0,Tanzanian Shilling,CA
51,2008-04-01,0,Tanzanian Shilling,CA
52,2008-05-01,0,Tanzanian Shilling,CA
53,2008-06-01,0,Tanzanian Shilling,CA
54,2008-07-01,0,Tanzanian Shilling,CA
55,2008-08-01,0,Tanzanian Shilling,CA
56,2008-09-01,0,Tanzanian Shilling,CA
57,2008-10-01,0,Tanzanian Shilling,CA
58,2008-11-01,0,Tanzanian Shilling,CA
59,2008-12-01,0,Tanzanian Shilling,CA
60,2009-01-01,0,Tanzanian Shilling,CA
61,2009-02-01,14,Tanzanian Shilling,CA
62,2009-03-01,0,Tanzanian Shilling,CA
63,2009-04-01,27,Tanzanian Shilling,CA
64,2009-05-01,0,Tanzanian Shilling,CA
65,2009-06-01,0,Tanzanian Shilling,CA
66,2009-07-01,0,Tanzanian Shilling,CA
67,2009-08-01,0,Tanzanian Shilling,CA
68,2009-09-01,10,Tanzanian Shilling,CA
69,2009-10-01,0,Tanzanian Shilling,CA
70,2009-11-01,0,Tanzanian Shilling,CA
71,2009-12-01,0,Tanzanian Shilling,CA
72,2010-01-01,0,Tanzanian Shilling,CA
73,2010-02-01,0,Tanzanian Shilling,CA
74,2010-03-01,10,Tanzanian Shilling,CA
75,2010-04-01,0,Tanzanian Shilling,CA
76,2010-05-01,0,Tanzanian Shilling,CA
77,2010-06-01,0,Tanzanian Shilling,CA
78,2010-07-01,0,Tanzanian Shilling,CA
79,2010-08-01,0,Tanzanian Shilling,CA
80,2010-09-01,0,Tanzanian Shilling,CA
81,2010-10-01,0,Tanzanian Shilling,CA
82,2010-11-01,0,Tanzanian Shilling,CA
83,2010-12-01,0,Tanzanian Shilling,CA
84,2011-01-01,0,Tanzanian Shilling,CA
85,2011-02-01,12,Tanzanian Shilling,CA
86,2011-03-01,0,Tanzanian Shilling,CA
87,2011-04-01,0,Tanzanian Shilling,CA
88,2011-05-01,0,Tanzanian Shilling,CA
89,2011-06-01,0,Tanzanian Shilling,CA
90,2011-07-01,0,Tanzanian Shilling,CA
91,2011-08-01,0,Tanzanian Shilling,CA
92,2011-09-01,0,Tanzanian Shilling,CA
93,2011-10-01,8,Tanzanian Shilling,CA
94,2011-11-01,0,Tanzanian Shilling,CA
95,2011-12-01,0,Tanzanian Shilling,CA
96,2012-01-01,4,Tanzanian Shilling,CA
97,2012-02-01,0,Tanzanian Shilling,CA
98,2012-03-01,0,Tanzanian Shilling,CA
99,2012-04-01,0,Tanzanian Shilling,CA
100,2012-05-01,14,Tanzanian Shilling,CA
101,2012-06-01,0,Tanzanian Shilling,CA
102,2012-07-01,0,Tanzanian Shilling,CA
103,2012-08-01,0,Tanzanian Shilling,CA
104,2012-09-01,0,Tanzanian Shilling,CA
105,2012-10-01,0,Tanzanian Shilling,CA
106,2012-11-01,0,Tanzanian Shilling,CA
107,2012-12-01,0,Tanzanian Shilling,CA
108,2013-01-01,0,Tanzanian Shilling,CA
109,2013-02-01,0,Tanzanian Shilling,CA
110,2013-03-01,8,Tanzanian Shilling,CA
111,2013-04-01,0,Tanzanian Shilling,CA
112,2013-05-01,0,Tanzanian Shilling,CA
113,2013-06-01,0,Tanzanian Shilling,CA
114,2013-07-01,12,Tanzanian Shilling,CA
115,2013-08-01,0,Tanzanian Shilling,CA
116,2013-09-01,0,Tanzanian Shilling,CA
117,2013-10-01,0,Tanzanian Shilling,CA
118,2013-11-01,0,Tanzanian Shilling,CA
119,2013-12-01,6,Tanzanian Shilling,CA
120,2014-01-01,7,Tanzanian Shilling,CA
121,2014-02-01,4,Tanzanian Shilling,CA
122,2014-03-01,0,Tanzanian Shilling,CA
123,2014-04-01,0,Tanzanian Shilling,CA
124,2014-05-01,6,Tanzanian Shilling,CA
125,2014-06-01,0,Tanzanian Shilling,CA
126,2014-07-01,0,Tanzanian Shilling,CA
127,2014-08-01,6,Tanzanian Shilling,CA
128,2014-09-01,0,Tanzanian Shilling,CA
129,2014-10-01,10,Tanzanian Shilling,CA
130,2014-11-01,0,Tanzanian Shilling,CA
131,2014-12-01,0,Tanzanian Shilling,CA
132,2015-01-01,0,Tanzanian Shilling,CA
133,2015-02-01,9,Tanzanian Shilling,CA
134,2015-03-01,5,Tanzanian Shilling,CA
135,2015-04-01,0,Tanzanian Shilling,CA
136,2015-05-01,0,Tanzanian Shilling,CA
137,2015-06-01,9,Tanzanian Shilling,CA
138,2015-07-01,3,Tanzanian Shilling,CA
139,2015-08-01,0,Tanzanian Shilling,CA
140,2015-09-01,0,Tanzanian Shilling,CA
141,2015-10-01,7,Tanzanian Shilling,CA
142,2015-11-01,4,Tanzanian Shilling,CA
143,2015-12-01,3,Tanzanian Shilling,CA
144,2016-01-01,6,Tanzanian Shilling,CA
145,2016-02-01,0,Tanzanian Shilling,CA
146,2016-03-01,0,Tanzanian Shilling,CA
147,2016-04-01,0,Tanzanian Shilling,CA
148,2016-05-01,15,Tanzanian Shilling,CA
149,2016-06-01,10,Tanzanian Shilling,CA
150,2016-07-01,0,Tanzanian Shilling,CA
151,2016-08-01,0,Tanzanian Shilling,CA
152,2016-09-01,6,Tanzanian Shilling,CA
153,2016-10-01,6,Tanzanian Shilling,CA
154,2016-11-01,0,Tanzanian Shilling,CA
155,2016-12-01,0,Tanzanian Shilling,CA
156,2017-01-01,8,Tanzanian Shilling,CA
157,2017-02-01,0,Tanzanian Shilling,CA
158,2017-03-01,5,Tanzanian Shilling,CA
159,2017-04-01,0,Tanzanian Shilling,CA
160,2017-05-01,0,Tanzanian Shilling,CA
161,2017-06-01,0,Tanzanian Shilling,CA
162,2017-07-01,0,Tanzanian Shilling,CA
163,2017-08-01,0,Tanzanian Shilling,CA
164,2017-09-01,0,Tanzanian Shilling,CA
165,2017-10-01,0,Tanzanian Shilling,CA
166,2017-11-01,7,Tanzanian Shilling,CA
167,2017-12-01,11,Tanzanian Shilling,CA
168,2018-01-01,8,Tanzanian Shilling,CA
169,2018-02-01,9,Tanzanian Shilling,CA
170,2018-03-01,0,Tanzanian Shilling,CA
171,2018-04-01,0,Tanzanian Shilling,CA
172,2018-05-01,0,Tanzanian Shilling,CA
173,2018-06-01,7,Tanzanian Shilling,CA
174,2018-07-01,4,Tanzanian Shilling,CA
175,2018-08-01,16,Tanzanian Shilling,CA
176,2018-09-01,4,Tanzanian Shilling,CA
177,2018-10-01,5,Tanzanian Shilling,CA
178,2018-11-01,5,Tanzanian Shilling,CA
179,2018-12-01,0,Tanzanian Shilling,CA
180,2019-01-01,7,Tanzanian Shilling,CA
181,2019-02-01,14,Tanzanian Shilling,CA
182,2019-03-01,0,Tanzanian Shilling,CA
183,2019-04-01,0,Tanzanian Shilling,CA
184,2019-05-01,5,Tanzanian Shilling,CA
185,2019-06-01,0,Tanzanian Shilling,CA
186,2019-07-01,12,Tanzanian Shilling,CA
187,2019-08-01,6,Tanzanian Shilling,CA
188,2019-09-01,3,Tanzanian Shilling,CA
189,2019-10-01,6,Tanzanian Shilling,CA
190,2019-11-01,6,Tanzanian Shilling,CA
191,2019-12-01,3,Tanzanian Shilling,CA
192,2020-01-01,0,Tanzanian Shilling,CA
193,2020-02-01,14,Tanzanian Shilling,CA
194,2020-03-01,6,Tanzanian Shilling,CA
195,2020-04-01,3,Tanzanian Shilling,CA
196,2020-05-01,0,Tanzanian Shilling,CA
