,date,trends_index,keyword,region
0,2004-01-01,0,Libyan Dinar,DZ
1,2004-02-01,0,Libyan Dinar,DZ
2,2004-03-01,0,Libyan Dinar,DZ
3,2004-04-01,0,Libyan Dinar,DZ
4,2004-05-01,0,Libyan Dinar,DZ
5,2004-06-01,100,Libyan Dinar,DZ
6,2004-07-01,0,Libyan Dinar,DZ
7,2004-08-01,0,Libyan Dinar,DZ
8,2004-09-01,0,Libyan Dinar,DZ
9,2004-10-01,0,Libyan Dinar,DZ
10,2004-11-01,0,Libyan Dinar,DZ
11,2004-12-01,0,Libyan Dinar,DZ
12,2005-01-01,0,Libyan Dinar,DZ
13,2005-02-01,0,Libyan Dinar,DZ
14,2005-03-01,0,Libyan Dinar,DZ
15,2005-04-01,0,Libyan Dinar,DZ
16,2005-05-01,0,Libyan Dinar,DZ
17,2005-06-01,65,Libyan Dinar,DZ
18,2005-07-01,0,Libyan Dinar,DZ
19,2005-08-01,61,Libyan Dinar,DZ
20,2005-09-01,0,Libyan Dinar,DZ
21,2005-10-01,0,Libyan Dinar,DZ
22,2005-11-01,0,Libyan Dinar,DZ
23,2005-12-01,0,Libyan Dinar,DZ
24,2006-01-01,0,Libyan Dinar,DZ
25,2006-02-01,0,Libyan Dinar,DZ
26,2006-03-01,0,Libyan Dinar,DZ
27,2006-04-01,0,Libyan Dinar,DZ
28,2006-05-01,59,Libyan Dinar,DZ
29,2006-06-01,0,Libyan Dinar,DZ
30,2006-07-01,0,Libyan Dinar,DZ
31,2006-08-01,0,Libyan Dinar,DZ
32,2006-09-01,25,Libyan Dinar,DZ
33,2006-10-01,0,Libyan Dinar,DZ
34,2006-11-01,0,Libyan Dinar,DZ
35,2006-12-01,0,Libyan Dinar,DZ
36,2007-01-01,0,Libyan Dinar,DZ
37,2007-02-01,52,Libyan Dinar,DZ
38,2007-03-01,16,Libyan Dinar,DZ
39,2007-04-01,0,Libyan Dinar,DZ
40,2007-05-01,0,Libyan Dinar,DZ
41,2007-06-01,0,Libyan Dinar,DZ
42,2007-07-01,0,Libyan Dinar,DZ
43,2007-08-01,0,Libyan Dinar,DZ
44,2007-09-01,21,Libyan Dinar,DZ
45,2007-10-01,0,Libyan Dinar,DZ
46,2007-11-01,40,Libyan Dinar,DZ
47,2007-12-01,0,Libyan Dinar,DZ
48,2008-01-01,20,Libyan Dinar,DZ
49,2008-02-01,0,Libyan Dinar,DZ
50,2008-03-01,0,Libyan Dinar,DZ
51,2008-04-01,0,Libyan Dinar,DZ
52,2008-05-01,0,Libyan Dinar,DZ
53,2008-06-01,0,Libyan Dinar,DZ
54,2008-07-01,0,Libyan Dinar,DZ
55,2008-08-01,0,Libyan Dinar,DZ
56,2008-09-01,0,Libyan Dinar,DZ
57,2008-10-01,0,Libyan Dinar,DZ
58,2008-11-01,0,Libyan Dinar,DZ
59,2008-12-01,0,Libyan Dinar,DZ
60,2009-01-01,0,Libyan Dinar,DZ
61,2009-02-01,0,Libyan Dinar,DZ
62,2009-03-01,0,Libyan Dinar,DZ
63,2009-04-01,0,Libyan Dinar,DZ
64,2009-05-01,0,Libyan Dinar,DZ
65,2009-06-01,0,Libyan Dinar,DZ
66,2009-07-01,0,Libyan Dinar,DZ
