,date,trends_index,keyword,region
0,2004-01-01,0,Euro,AF
1,2004-02-01,0,Euro,AF
2,2004-03-01,0,Euro,AF
3,2004-04-01,0,Euro,AF
4,2004-05-01,0,Euro,AF
5,2004-06-01,0,Euro,AF
6,2004-07-01,0,Euro,AF
7,2004-08-01,0,Euro,AF
8,2004-09-01,0,Euro,AF
9,2004-10-01,0,Euro,AF
10,2004-11-01,0,Euro,AF
11,2004-12-01,0,Euro,AF
12,2005-01-01,100,Euro,AF
13,2005-02-01,0,Euro,AF
14,2005-03-01,77,Euro,AF
15,2005-04-01,0,Euro,AF
16,2005-05-01,0,Euro,AF
17,2005-06-01,0,Euro,AF
18,2005-07-01,0,Euro,AF
19,2005-08-01,0,Euro,AF
20,2005-09-01,0,Euro,AF
21,2005-10-01,0,Euro,AF
22,2005-11-01,0,Euro,AF
23,2005-12-01,48,Euro,AF
24,2006-01-01,0,Euro,AF
25,2006-02-01,0,Euro,AF
26,2006-03-01,0,Euro,AF
27,2006-04-01,92,Euro,AF
28,2006-05-01,0,Euro,AF
29,2006-06-01,56,Euro,AF
30,2006-07-01,0,Euro,AF
31,2006-08-01,0,Euro,AF
32,2006-09-01,0,Euro,AF
33,2006-10-01,0,Euro,AF
34,2006-11-01,0,Euro,AF
35,2006-12-01,0,Euro,AF
36,2007-01-01,0,Euro,AF
37,2007-02-01,34,Euro,AF
38,2007-03-01,34,Euro,AF
39,2007-04-01,21,Euro,AF
40,2007-05-01,0,Euro,AF
41,2007-06-01,22,Euro,AF
42,2007-07-01,0,Euro,AF
43,2007-08-01,0,Euro,AF
44,2007-09-01,0,Euro,AF
45,2007-10-01,0,Euro,AF
46,2007-11-01,30,Euro,AF
47,2007-12-01,25,Euro,AF
48,2008-01-01,0,Euro,AF
49,2008-02-01,24,Euro,AF
50,2008-03-01,14,Euro,AF
51,2008-04-01,0,Euro,AF
52,2008-05-01,13,Euro,AF
53,2008-06-01,14,Euro,AF
54,2008-07-01,0,Euro,AF
55,2008-08-01,15,Euro,AF
56,2008-09-01,25,Euro,AF
57,2008-10-01,0,Euro,AF
58,2008-11-01,18,Euro,AF
59,2008-12-01,51,Euro,AF
60,2009-01-01,0,Euro,AF
61,2009-02-01,34,Euro,AF
62,2009-03-01,0,Euro,AF
63,2009-04-01,0,Euro,AF
64,2009-05-01,0,Euro,AF
65,2009-06-01,0,Euro,AF
66,2009-07-01,0,Euro,AF
67,2009-08-01,0,Euro,AF
68,2009-09-01,41,Euro,AF
